name,phone,address,gender,student_id,email,year,department
Rachel Zhang,9223166099,"760 John Club Suite 811, Blairmouth, IN 89297",female,rz863,rz863@upc.edu,1,GEOG
Mark Guzman,9448624486,"4995 Richard Way Apt. 429, Meganland, IA 88319",male,mg148,mg148@upc.edu,3,RMLL
Joseph Deleon,9203988192,"40984 Daniels Pine, Michaelview, RI 23350",male,jd567,jd567@upc.edu,1,CLAS
Teresa Wood,9859984126,"10727 David Bypass, Baldwintown, RI 73893",female,tw901,tw901@upc.edu,1,EDUC
James Ward,9902127572,"7340 Jones Alley Apt. 644, West Johntown, NE 26389",male,jw104,jw104@upc.edu,3,MATH
Heather Evans,9683503022,"9274 Kidd Route Apt. 772, Port Kimberly, NE 69632",female,he326,he326@upc.edu,1,MUSI
Richard Lucas,9444248674,"35863 George Falls, Jenkinsbury, UT 01774",male,rl363,rl363@upc.edu,4,ARTS
April Cox,9722631268,"7135 John Plain, Larryport, CA 84464",female,ac984,ac984@upc.edu,3,EALL
Marissa Preston,9215248833,"83225 David Hill Apt. 530, Lake Julie, IA 96956",female,mp758,mp758@upc.edu,1,POSC
Michelle Kerr,9794790006,"444 Daniel Stravenue, Amyshire, ID 86767",female,mk331,mk331@upc.edu,3,SOAN
Richard Franco,9741945668,"600 Johnathan Highway, East Alexandra, MO 71409",male,rf324,rf324@upc.edu,3,PBSC
Nancy Lyons,9535190246,"622 Sandy Walks Suite 994, South Jonathanshire, OR 44077",female,nl688,nl688@upc.edu,4,POSC
Ellen Galvan,9728525932,"8929 Justin Corners, New Dianaland, MN 69276",female,eg780,eg780@upc.edu,1,HIST
Sarah Campbell,9163968218,"077 Linda Dale, North Reginabury, IA 22401",female,sc254,sc254@upc.edu,2,RMLL
Julie Poole,9945268626,"USNS Thomas, FPO AE 41456",female,jp301,jp301@upc.edu,3,ECON
Brad Smith,9575227343,"Unit 2047 Box 5089, DPO AE 30249",male,bs741,bs741@upc.edu,3,HIST
Amy Mitchell,9247806016,"USNS Stephens, FPO AE 73413",female,am413,am413@upc.edu,1,MATH
Noah Osborne,9375131646,"43924 Nelson Unions Suite 029, Travisberg, MH 49080",male,no774,no774@upc.edu,4,PHIL
Amanda Hernandez,9512912529,"124 Christopher Island Apt. 025, Patrickbury, WV 26085",female,ah682,ah682@upc.edu,3,SOAN
Steven Winters,9022683330,"Unit 1418 Box 3231, DPO AA 58812",male,sw579,sw579@upc.edu,4,RMLL
Brandon Ruiz,9579546258,"52821 Watts Mall Suite 639, Jacobside, NH 19530",male,br253,br253@upc.edu,2,RMLL
Kevin Hernandez,9789800375,"USS Woods, FPO AP 61317",male,kh248,kh248@upc.edu,1,CHEM
Brandon Smith,9792419569,"659 Kimberly Lights, Benjaminstad, WI 33699",male,bs650,bs650@upc.edu,2,SOAN
Anthony Harrison,9631817457,"193 Jackson Stravenue Apt. 339, Johnsonland, NE 04143",male,ah141,ah141@upc.edu,2,RELG
Patrick Frye,9894634277,"35444 Roman Shore Apt. 900, North Karen, MI 29207",male,pf691,pf691@upc.edu,2,SOAN
Katherine Sanchez,9255232091,"29938 Porter Roads Suite 857, South Bryanport, CA 24772",female,ks675,ks675@upc.edu,2,THEA
Teresa Martin,9563623285,"823 Bowers Park, Cainside, IN 82206",female,tm887,tm887@upc.edu,4,SOAN
Stephanie Copeland,9594941176,"181 Russell Trace Suite 543, Millermouth, WA 95376",female,sc388,sc388@upc.edu,1,ENGL
Amanda Terrell,9398220022,"76807 Waters Drive, Loristad, WA 96891",female,at510,at510@upc.edu,4,POSC
Sara Schroeder,9743666217,"05492 Allen Branch Suite 058, West Kevin, WV 09915",female,ss709,ss709@upc.edu,3,THEA
Henry Kelley,9512042080,"57023 Fitzgerald Motorway, West Bradley, PW 75556",male,hk614,hk614@upc.edu,2,RELG
Zachary Anderson,9433773924,"79571 Gilbert Spurs Apt. 960, Alanside, VA 71469",male,za934,za934@upc.edu,1,ARTS
Micheal Villegas,9188117668,"000 Richard Road Suite 962, Adamton, DC 34587",male,mv841,mv841@upc.edu,3,POSC
Adriana Williams,9884779362,"78815 Eric Fort Suite 245, South Michael, WI 43137",female,aw517,aw517@upc.edu,3,CHEM
Heather Evans,9135133804,"447 Kristen Summit, Patrickfort, AR 76797",female,he942,he942@upc.edu,3,BIOL
Lance Sanders,9217590994,"18348 Rodriguez Drives, Shannonland, NM 74802",male,ls817,ls817@upc.edu,4,CLAS
Deanna Smith,9692768661,"593 Rogers Trail, North Lori, MH 06981",female,ds312,ds312@upc.edu,2,ARTS
Rebecca Boyer,9055275126,"9642 Kimberly Locks Suite 811, West Laurabury, SC 82479",female,rb114,rb114@upc.edu,4,ARTS
John Evans,9087633591,"871 Peterson Forks, North Jill, OK 93396",male,je963,je963@upc.edu,1,CHEM
Darlene Collins,9527386965,"962 Ashley Mills Apt. 121, East Jessica, AK 90362",female,dc916,dc916@upc.edu,4,HIST
James Grant,9083717100,"3303 Nicholson Cove Apt. 455, Shawnstad, MO 19913",male,jg147,jg147@upc.edu,1,EEGS
Annette Stephens,9768678442,"USNS Leon, FPO AP 41885",female,as691,as691@upc.edu,1,ENGL
Yolanda Barnes,9484600607,"00889 Gregory Spurs Suite 877, Shelleyhaven, DE 58002",female,yb961,yb961@upc.edu,3,BIOL
Belinda Houston,9206922523,"4661 Angel Via Apt. 077, New Sarah, TN 06712",female,bh440,bh440@upc.edu,2,MATH
Curtis Flores,9294665245,"6856 Mark Causeway, West Tarafurt, AK 65398",male,cf431,cf431@upc.edu,2,SOAN
Jessica Robertson,9954591357,"506 Daniel Shores, Port Nicholas, IN 61664",female,jr532,jr532@upc.edu,3,THEA
Rachael Young,9706049017,"365 Miller Squares, New Angelaview, PR 80097",female,ry458,ry458@upc.edu,1,MELL
Jose Pugh,9853993886,"USNS Herrera, FPO AP 76469",male,jp906,jp906@upc.edu,3,PBSC
Hayley Prince,9367116674,"0240 Kelly Walk, Lake Charlesborough, ND 16724",female,hp231,hp231@upc.edu,2,GERM
Allen Bailey,9994708157,"592 Smith Roads Suite 023, Robertsonport, MA 54007",male,ab242,ab242@upc.edu,4,ARTS
Thomas Kelly,9468090347,"293 Cabrera Circle, Gomezville, FL 97800",male,tk273,tk273@upc.edu,3,HIST
Leah Kim,9573998428,"813 Ortiz Rapid, Carlsonville, MN 69364",female,lk260,lk260@upc.edu,3,POSC
Claudia Benton,9426266134,"0713 Andrew Loop, East Courtneybury, NV 93897",female,cb936,cb936@upc.edu,1,PHAS
Gary Andrade,9933782535,"832 Mosley Isle Apt. 346, Port Robertmouth, OK 70485",male,ga873,ga873@upc.edu,2,RMLL
Jose Rodriguez,9667999190,"272 Blanchard Loaf, New Shawn, MD 11194",male,jr139,jr139@upc.edu,3,SOAN
Keith Wilson,9633215495,"PSC 9076, Box 0954, APO AP 06018",male,kw754,kw754@upc.edu,1,SOAN
Jacqueline Chavez,9053635909,"569 Grant Haven Suite 330, North Jeffrey, MI 71076",female,jc531,jc531@upc.edu,1,RMLL
Carolyn Cantrell,9907190346,"68011 Amy Brooks Apt. 774, Williamstad, DC 41311",female,cc113,cc113@upc.edu,4,PHAS
Aaron Price,9965914862,"9730 Meza Ferry Suite 658, New Karenfurt, SC 34503",male,ap370,ap370@upc.edu,4,PBSC
Taylor Hoffman,9665839687,"78253 Shaw Gardens Apt. 644, East Jose, WY 66943",male,th780,th780@upc.edu,1,ARTS
Angel Smith,9533913236,"92720 Turner Track Suite 935, Port Michelle, ND 99583",male,as351,as351@upc.edu,2,GEOG
William Robertson,9577492342,"43788 Victoria Lodge Suite 079, West Jacobport, PW 70170",male,wr121,wr121@upc.edu,2,POSC
Anthony Galvan,9651613069,"623 Bruce Overpass, South Brendaberg, TN 07296",male,ag778,ag778@upc.edu,2,EDUC
Robert Jackson,9611556953,"272 Karla Unions Suite 028, Johnsonbury, MD 75349",male,rj726,rj726@upc.edu,4,GEOG
Jennifer Black,9002717818,"8390 Dominguez Valleys Suite 135, Lake Michael, CO 76305",female,jb312,jb312@upc.edu,1,EDUC
Wayne Walker,9842704313,"5986 Warner Keys Apt. 872, New Michael, OH 29944",male,ww125,ww125@upc.edu,2,HIST
Carmen House,9641760535,"642 Huber Highway Apt. 631, New Jerome, CO 71405",female,ch772,ch772@upc.edu,2,PHAS
Kathleen Salazar,9830545788,"7023 Padilla Mountain Suite 012, West Christopher, TN 82013",female,ks616,ks616@upc.edu,4,MUSI
Michael Ramirez,9058767417,"203 Elizabeth Spur, Port William, MD 40226",male,mr369,mr369@upc.edu,2,HIST
Michelle Clay,9207287113,"78992 Travis Trail Suite 689, Hoodmouth, ND 66430",female,mc570,mc570@upc.edu,4,MATH
Colleen Ramirez,9918089829,"18674 David Meadow, Ashleyburgh, CA 43508",female,cr483,cr483@upc.edu,3,ARTS
Donna Jones,9065937747,"9056 James Union, Leefurt, NM 00912",female,dj398,dj398@upc.edu,2,EEGS
Cheryl Newman,9310303947,"5021 Brooks Ramp, Port Thomas, MO 87417",female,cn925,cn925@upc.edu,2,SOAN
Melinda Molina,9299556572,"USNV Johnson, FPO AE 48522",female,mm824,mm824@upc.edu,3,EEGS
Michael Clark,9045699225,"Unit 9166 Box 6322, DPO AE 17838",male,mc874,mc874@upc.edu,3,ARTS
Kelly Sawyer,9447337471,"492 Tracy Row Suite 974, South Vanessa, NC 56225",female,ks428,ks428@upc.edu,1,COSC
Anthony Simmons,9194319441,"847 Linda Field Apt. 157, Katelynland, UT 52505",male,as754,as754@upc.edu,1,THEA
Lisa Andrews,9835512743,"39660 Rollins Pines, Medinaville, MO 57852",female,la217,la217@upc.edu,4,PBSC
Jacqueline Brown,9137623357,"PSC 1122, Box 8837, APO AA 40807",female,jb246,jb246@upc.edu,3,ENST
Dennis Norman,9152367817,"65451 Jessica Crescent Apt. 171, Simmonsberg, UT 60415",male,dn216,dn216@upc.edu,2,ARTS
Samantha Garcia,9674050197,"PSC 7054, Box 9523, APO AA 45534",female,sg347,sg347@upc.edu,4,PHIL
Taylor Thompson,9928358492,"31906 Robin Trace, South Ericstad, RI 82884",male,tt497,tt497@upc.edu,4,ENGL
Nathan Rodriguez,9964260790,"85484 Jade Orchard, Russellshire, DC 19223",male,nr363,nr363@upc.edu,2,ENGL
Michelle Morton,9973086710,"7046 Bailey Skyway Suite 133, Carpentermouth, MH 12821",female,mm103,mm103@upc.edu,4,ARTS
Matthew King,9605045448,"2430 Andrew Canyon, Lopezside, HI 74114",male,mk688,mk688@upc.edu,4,ARTS
Richard Hardy,9633207101,"791 Jarvis Valley, West Tina, IN 99171",male,rh180,rh180@upc.edu,1,PHIL
Cynthia Hansen,9300301122,"90738 Barbara Isle Apt. 462, Reedfort, OK 24510",female,ch853,ch853@upc.edu,3,MELL
Brian Thompson,9283771198,"94480 Payne Orchard Apt. 126, Kleinborough, AS 75620",male,bt811,bt811@upc.edu,2,CHEM
Ashlee Hernandez,9145006053,"73967 Lawson Harbors, Franktown, CT 33567",female,ah779,ah779@upc.edu,1,RMLL
Alexander Reed,9325952515,"1289 Christopher Parkway Suite 046, North Sarah, ME 22960",male,ar130,ar130@upc.edu,3,ARTS
Cynthia Freeman,9118293709,"463 Jessica Port Apt. 760, Mitchellport, IN 22878",female,cf853,cf853@upc.edu,1,THEA
Andrew Mitchell,9420222919,"47206 Smith Light Apt. 358, West Travisborough, NJ 98035",male,am823,am823@upc.edu,3,CLAS
Jay Smith,9586078309,"11798 Zamora Radial Apt. 867, Port Nina, MO 25826",male,js364,js364@upc.edu,4,SOAN
Madison Lam,9288054039,"490 Hunter Highway, Clarkland, UT 83431",female,ml505,ml505@upc.edu,2,ENGL
Katherine Castro,9717899658,"56785 Daniel Lock Suite 137, Perrymouth, CA 19477",female,kc828,kc828@upc.edu,4,THEA
Roger Fernandez,9303500492,"613 Michael Stream, Greenmouth, NY 04218",male,rf293,rf293@upc.edu,4,BIOL
Seth Dixon,9573962028,"28901 Heath Motorway Apt. 435, Brookstown, PR 05079",male,sd700,sd700@upc.edu,2,BIOL
Christopher Baker,9148267422,"543 Anne Forest Suite 545, North Kimfort, SD 46170",male,cb322,cb322@upc.edu,2,ECON
Joseph Shaw,9904264761,"Unit 8072 Box 5918, DPO AP 98685",male,js337,js337@upc.edu,4,ENGL
Kathleen Morris,9371780443,"246 John Vista, West Mariabury, CT 77709",female,km771,km771@upc.edu,4,HIST
Keith Long,9238495662,"Unit 7861 Box 2666, DPO AE 57127",male,kl504,kl504@upc.edu,2,MATH
Matthew Parker,9411170392,"3320 Smith Roads Apt. 705, South Jacobview, KY 81097",male,mp517,mp517@upc.edu,1,GEOG
Daniel Jones,9932965591,"248 Eric Club, Cohenport, DE 44846",male,dj695,dj695@upc.edu,1,EDUC
Shelby Lyons,9788192516,"38480 Justin Bypass Suite 609, West Michelletown, NH 56037",female,sl155,sl155@upc.edu,4,GEOG
Angela Kelly,9999705230,"40548 Boyd Pass, Davischester, CA 80036",female,ak232,ak232@upc.edu,3,MUSI
Ann Gonzalez,9859699248,"Unit 1864 Box 9831, DPO AP 65338",female,ag469,ag469@upc.edu,3,RELG
Emma Mcclure,9490785409,"26900 Munoz Crossroad Apt. 448, New Donna, KS 19954",female,em205,em205@upc.edu,4,PHAS
Robert Johnson,9831510364,"61630 John Ports, Taylorport, DC 00730",male,rj395,rj395@upc.edu,1,MUSI
Jamie Davies,9916753553,"43278 Christopher Club Suite 286, East Christopher, MA 36924",female,jd787,jd787@upc.edu,1,RELG
Joshua Morris,9913845329,"00477 Andrew Valley Suite 805, South Brandiville, WV 34432",male,jm432,jm432@upc.edu,4,ARTS
Jacob Wallace,9865818614,"23622 Long Light Suite 398, Popeland, FL 58647",male,jw812,jw812@upc.edu,1,SOAN
John Baker,9997106598,"409 Taylor Stravenue Suite 928, Downsland, VA 38707",male,jb816,jb816@upc.edu,2,BIOL
Cynthia Erickson,9387273943,"3998 Shawn Crossing, South Robert, FL 52328",female,ce545,ce545@upc.edu,3,ENGL
Joshua Morgan,9675333475,"270 Mary Coves Suite 572, Tarashire, AL 19726",male,jm188,jm188@upc.edu,2,ENGL
Erin Pineda,9560280129,"763 Lori Courts, Cindyfurt, ND 61893",female,ep452,ep452@upc.edu,2,ENGL
Lindsey Dodson,9745386258,"6669 Ryan Rapids Apt. 112, Phillipsview, NY 39514",female,ld323,ld323@upc.edu,4,HIST
Maria Andrews,9703145657,"6916 Angela Fall Suite 103, Lake Susanland, VI 62481",female,ma128,ma128@upc.edu,4,EDUC
Heather Weeks,9628652099,"318 Lee Heights Apt. 959, Ortegamouth, MP 46020",female,hw281,hw281@upc.edu,1,EDUC
Michael Clay,9089299339,"64122 Robinson Alley Suite 340, Lake Sara, AL 74060",male,mc769,mc769@upc.edu,1,HIST
Eric Delgado,9509247156,"83510 Adam Falls, Bakerhaven, GA 16327",male,ed680,ed680@upc.edu,2,HIST
Richard Leonard,9351761773,"352 Mcdonald Locks Suite 853, North David, HI 43727",male,rl432,rl432@upc.edu,4,COSC
Michael Payne,9473692529,"34509 Tucker Cliff Suite 720, Flowersville, NJ 55995",male,mp226,mp226@upc.edu,1,ARTS
Jared Wall,9302888688,"4986 Veronica Ferry Suite 193, East Candiceland, PR 56050",male,jw248,jw248@upc.edu,2,GERM
William Hutchinson,9089879522,"0375 Elijah Ridge, South Daniel, AS 04467",male,wh844,wh844@upc.edu,4,ECON
Victoria Johnson,9468918577,"473 Tara Plaza, Lake Ricky, DC 22815",female,vj657,vj657@upc.edu,1,ENST
Laura Reed,9006661676,"9881 Phillips Lodge Suite 754, Larsonmouth, NM 94291",female,lr596,lr596@upc.edu,1,PBSC
Kevin Peterson,9897235787,"26387 Julia Crest Suite 840, Buchananview, ME 38431",male,kp191,kp191@upc.edu,3,BIOL
Jessica Dawson,9375282096,"2567 Gary Mission Suite 198, North Brittanystad, WA 28155",female,jd895,jd895@upc.edu,3,GERM
Richard Edwards,9252998074,"316 Gabriel Grove, Daltonchester, CA 84150",male,re876,re876@upc.edu,3,SOAN
Rachel Mcmahon,9414439395,"9730 Willis Crest, South Carolynshire, NH 16793",female,rm690,rm690@upc.edu,4,POSC
Billy Mcmillan,9917799879,"48467 William Junctions Apt. 007, Port Stephanieburgh, MP 71833",male,bm997,bm997@upc.edu,3,SOAN
Lisa Williams,9858353832,"252 David Union, New Derekbury, SC 89846",female,lw806,lw806@upc.edu,2,RMLL
Luis West,9302859915,"4548 Mason Parkway, Michaelfurt, RI 22984",male,lw123,lw123@upc.edu,1,CLAS
Tiffany Johnson,9002121134,"84453 Greene Points Apt. 109, Wellsmouth, ME 04804",female,tj477,tj477@upc.edu,2,PHIL
Jacqueline Harvey,9017620041,"1699 Murphy Locks Apt. 000, Fergusonbury, AS 23899",female,jh185,jh185@upc.edu,2,HIST
Susan Lopez,9833788846,"3261 Ryan Groves Apt. 450, New Peter, WY 80418",female,sl677,sl677@upc.edu,2,MATH
Veronica Reed,9682496220,"3217 Dean Lock, Sanchezchester, MT 18701",female,vr483,vr483@upc.edu,3,PHAS
Sheila Suarez,9323498009,"079 Harold Mission, Thomastown, PR 16043",female,ss842,ss842@upc.edu,1,WRIT
Lori Watson,9764391366,"49579 Mccullough Course Suite 582, Jameschester, OH 12979",female,lw146,lw146@upc.edu,4,GERM
Joshua Carrillo,9216089318,"8361 Clark Cliff, Jenkinsview, VA 38667",male,jc434,jc434@upc.edu,4,ARTS
Douglas Sparks,9896839812,"92069 Vaughn Curve Suite 960, Lake Heather, NJ 59865",male,ds831,ds831@upc.edu,3,ENST
Jacob Bush,9750541248,"711 Carr Turnpike Suite 286, New Jennifer, IN 71036",male,jb198,jb198@upc.edu,2,ENGL
Joan Henry,9859217937,"88868 Edgar Center, New Cheyennetown, ME 66681",female,jh922,jh922@upc.edu,3,ARTS
Joanna Coleman,9249426026,"1285 Richard River, Christopherberg, DC 51955",female,jc833,jc833@upc.edu,3,GERM
Nathaniel Wright,9904940061,"116 Jacob Fords Apt. 092, West Christinaburgh, MO 17086",male,nw253,nw253@upc.edu,3,SOAN
David Mcguire,9587235579,"8297 Jacob Islands, Lake Wendy, PA 05045",male,dm731,dm731@upc.edu,3,GEOG
Derek Wright,9647885064,"68659 Cochran Mission, Andreashire, MS 12175",male,dw572,dw572@upc.edu,1,RELG
Pamela Harrison,9888741677,"2243 Sharon Crossroad, Sanchezport, MP 43346",female,ph253,ph253@upc.edu,3,HIST
Jody Morris,9424483386,"76072 Eric Viaduct, Kellychester, OK 85746",female,jm846,jm846@upc.edu,1,CLAS
James Farrell,9414879079,"6786 Timothy Squares, Port Bobbyport, VA 13743",male,jf164,jf164@upc.edu,1,ENGL
Alex Montes,9493444466,"29877 Perez Gateway, Port Angelachester, MI 32138",male,am901,am901@upc.edu,3,PHIL
Sarah Espinoza,9939081968,"4189 Shari Mountains, Robertsmouth, WA 08383",female,se511,se511@upc.edu,3,ENGL
Matthew Ochoa,9601218114,"765 Jenkins Ramp, Gibsonborough, MO 76826",male,mo637,mo637@upc.edu,4,PHAS
Alexander Nguyen,9469063277,"26058 Webb Court Suite 368, New Michellestad, AL 89309",male,an555,an555@upc.edu,3,BIOL
Frank Castillo,9137827949,"97580 Dana Plains, Justinhaven, FM 64529",male,fc636,fc636@upc.edu,1,CHEM
Andrea Jones,9217291351,"PSC 4358, Box 5284, APO AP 95365",female,aj936,aj936@upc.edu,3,PBSC
Melissa Kane,9708235293,"40262 Daniel Mission Apt. 519, East Paulport, HI 45222",female,mk329,mk329@upc.edu,3,ARTS
John Hayes,9582046917,"8395 Sandoval Falls, Gillespiehaven, AL 96691",male,jh392,jh392@upc.edu,4,MATH
Noah Kelley,9880710596,"10711 Jackson Corners Apt. 883, South Cassandra, CT 00704",male,nk678,nk678@upc.edu,2,SOAN
Laura Whitehead,9026670898,"953 Adam Terrace, New Cassandratown, GU 91515",female,lw833,lw833@upc.edu,4,ECON
Elizabeth Henderson,9666206992,"2003 Gonzalez Via Apt. 183, Baxterside, NY 54259",female,eh350,eh350@upc.edu,4,PBSC
Theodore Davis,9889828175,"88506 Jeffrey Village Apt. 001, East Emma, VT 44953",male,td917,td917@upc.edu,2,ARTS
Leah Johnson,9623017473,"PSC 1056, Box 1632, APO AA 71038",female,lj670,lj670@upc.edu,2,RELG
Sean Owens,9114106428,"67858 Angela Viaduct Apt. 763, Briantown, KS 38788",male,so313,so313@upc.edu,2,WRIT
George Russell,9298802429,"295 Kelly Plaza Apt. 858, Robertport, UT 85409",male,gr186,gr186@upc.edu,3,PHIL
Bryan Stewart,9528430939,"216 Flynn Prairie, Johnsonburgh, OK 11047",male,bs144,bs144@upc.edu,1,WRIT
Jennifer Galloway,9427400330,"0329 Holden Terrace Suite 439, Ellisland, FM 52871",female,jg595,jg595@upc.edu,3,RELG
John Jenkins,9042111313,"75486 Wiley Forges, Rhondaborough, FL 57043",male,jj518,jj518@upc.edu,1,CLAS
Shane Miller,9634088448,"55695 Barron Gardens Apt. 844, Brownton, AZ 14297",male,sm682,sm682@upc.edu,1,SOAN
Daniel Carlson,9287149218,"9421 David Highway Apt. 447, Lake Calvin, MI 17920",male,dc686,dc686@upc.edu,4,RELG
Tyler Taylor,9821261279,"6714 Griffith Lakes, New Kevin, PW 51937",male,tt115,tt115@upc.edu,4,GERM
Cynthia Day,9847709010,"74214 Stout Streets, Lake Cindyville, FM 51533",female,cd894,cd894@upc.edu,3,HIST
Adrian Wade,9774007547,"544 Gibbs Meadow Suite 330, Port Brittanyborough, VI 69072",male,aw811,aw811@upc.edu,1,EDUC
Mariah Cook,9033877338,"1038 Fernando Walks, Ellisport, CA 11189",female,mc626,mc626@upc.edu,1,ARTS
Roberto Murray,9259255177,"370 Stevenson Island Apt. 113, Lake Tommy, TX 47080",male,rm327,rm327@upc.edu,1,PBSC
Robin Wolf,9317711262,"158 Michael Dale Apt. 498, Newtonton, NC 60746",male,rw359,rw359@upc.edu,1,RMLL
Brian Hall,9946357356,"72571 Cynthia Trafficway, North Denise, WY 45916",male,bh379,bh379@upc.edu,4,BIOL
Mark Bell,9955865519,"PSC 7988, Box 0731, APO AA 09531",male,mb502,mb502@upc.edu,3,WRIT
Jeffrey Wilson,9891761947,"1463 Melissa Loop Suite 876, Johnburgh, WV 49483",male,jw686,jw686@upc.edu,4,SOAN
Monique Davis,9296969808,"197 Melendez Groves Apt. 611, North Shannon, KY 66341",female,md420,md420@upc.edu,4,RELG
David Wilkinson,9423284005,"34643 Carolyn Mountain, East Melissaview, NM 53973",male,dw690,dw690@upc.edu,3,ENGL
Alvin Ward,9829926560,"PSC 7326, Box 1734, APO AE 03221",male,aw786,aw786@upc.edu,3,ENGL
Mark Fowler,9075739529,"USNS Wong, FPO AE 44483",male,mf921,mf921@upc.edu,2,ARTS
Jason Smith,9728106678,"53512 Mcclure Forest, Underwoodtown, WA 81165",male,js438,js438@upc.edu,3,HIST
Lisa Dillon,9792745153,"66338 Lopez Hollow Suite 487, New Charles, PA 63082",female,ld550,ld550@upc.edu,3,PBSC
Katherine Perez,9963909114,"USCGC Craig, FPO AP 64509",female,kp720,kp720@upc.edu,4,CLAS
Jessica Cooper,9879463860,"PSC 8132, Box 3962, APO AE 62083",female,jc732,jc732@upc.edu,3,GERM
Amanda Hood,9251686109,"PSC 9345, Box 3208, APO AP 26220",female,ah901,ah901@upc.edu,2,BIOL
Gloria Johnson,9437909217,"646 Fisher Coves, East Sherry, OR 56121",female,gj938,gj938@upc.edu,3,PBSC
Amanda Watkins,9859410540,"38872 Alexis Burg, South Kevin, MT 48311",female,aw396,aw396@upc.edu,1,HIST
Brian Young,9756230155,"PSC 3954, Box 2821, APO AA 69372",male,by451,by451@upc.edu,4,EEGS
Katherine Blackwell,9100128089,"1668 Jared Stream, Allenfurt, OH 36220",female,kb454,kb454@upc.edu,3,MUSI
Deborah Roth,9331512583,"73357 Evans Fall, Rivashaven, MD 39082",female,dr782,dr782@upc.edu,2,POSC
Corey Gonzalez,9113885094,"102 Kathryn Circles Suite 390, Port Anthonymouth, MP 25654",male,cg456,cg456@upc.edu,1,SOAN
Steven Haney,9259793448,"9280 Lisa Heights, Scottton, GA 33935",male,sh280,sh280@upc.edu,3,ARTS
Adam Rubio,9954078566,"22739 Ryan Roads, Lake Reginald, ND 36175",male,ar958,ar958@upc.edu,3,ARTS
John Sullivan,9051476405,"Unit 7533 Box 1137, DPO AP 29088",male,js563,js563@upc.edu,4,BIOL
Kerry Smith,9075344870,"6492 Rodriguez Roads Suite 266, Edwardmouth, SC 01150",female,ks772,ks772@upc.edu,2,EDUC
Jill Robinson,9323672451,"33372 Sara Isle, West Timothyfurt, WI 63218",female,jr498,jr498@upc.edu,4,COSC
Albert Smith,9095350510,"484 Rodriguez Neck Suite 833, Carlville, NM 16209",male,as467,as467@upc.edu,4,PHIL
Nicholas Rodriguez,9539604922,"665 Kurt Streets Suite 615, North Phillipchester, NJ 64431",male,nr560,nr560@upc.edu,4,SOAN
Roy Houston,9915270215,"798 Jason Locks Apt. 571, North Luis, KS 72419",male,rh730,rh730@upc.edu,1,GEOG
Margaret Dixon,9074802084,"09591 Fowler Highway Suite 695, Michaeltown, NH 62675",female,md997,md997@upc.edu,4,EEGS
David Perez,9342604857,"5713 Hamilton Avenue Apt. 726, Pinedaville, MP 46258",male,dp956,dp956@upc.edu,3,CHEM
Nicholas Haynes,9589468510,"0703 Leslie Extension, North Allisonfurt, VA 88650",male,nh378,nh378@upc.edu,4,SOAN
Kevin Sweeney,9384008431,"403 Harris Isle, East Dawn, CT 35475",male,ks348,ks348@upc.edu,2,CHEM
Beverly Harper,9569361736,"1979 Elizabeth Harbors, Wongside, MD 16417",female,bh683,bh683@upc.edu,1,PHAS
Shane Smith,9251410956,"75843 Thomas Green Suite 120, Smithtown, MN 62304",male,ss597,ss597@upc.edu,2,ENGL
Max Graham,9213373284,"44506 Ashley Lodge, Mitchellport, FL 13453",male,mg835,mg835@upc.edu,1,HIST
James Riley,9896944385,"203 Myers Pike Suite 001, East Michelle, SD 02711",male,jr658,jr658@upc.edu,2,CLAS
Garrett Simmons,9479829452,"328 Smith Mountains, Port Jennifer, MP 06919",male,gs601,gs601@upc.edu,4,ENGL
Anthony Walker,9100259564,"459 Hart Rapid, West Austinport, MT 32240",male,aw846,aw846@upc.edu,2,BIOL
Amy Dillon,9564932607,"95805 Kevin Loaf Apt. 673, Alanberg, WY 92687",female,ad162,ad162@upc.edu,1,ARTS
Jorge Dennis,9766389139,"518 Huff Motorway Apt. 941, Jamesbury, LA 25428",male,jd890,jd890@upc.edu,4,CLAS
Linda Jacobs,9043631022,"555 Michael Heights, Ericfurt, MP 03259",female,lj651,lj651@upc.edu,2,EDUC
Glenn Jones,9285939387,"4173 Landry Estates, Dylantown, FL 08243",male,gj632,gj632@upc.edu,2,PHIL
Travis Branch,9824020374,"2809 Christina Square Suite 302, West Andrew, MS 60465",male,tb756,tb756@upc.edu,2,BIOL
Anthony Walters,9168727395,"USNS Suarez, FPO AP 30924",male,aw172,aw172@upc.edu,2,RELG
Gabriela Watkins,9795436127,"0804 Hall Bypass, North Miguel, NY 20364",female,gw747,gw747@upc.edu,2,MATH
Stephanie Moore,9172799408,"1996 Christy Road Apt. 889, Laurenfurt, KY 38823",female,sm525,sm525@upc.edu,3,RELG
Angela Johnson,9996833716,"05918 Hill Point, West Stevenbury, NH 16828",female,aj897,aj897@upc.edu,4,PBSC
Sarah Liu,9355501415,"2917 Kevin Unions, East Reneemouth, VA 98299",female,sl983,sl983@upc.edu,4,HIST
Jason Edwards,9113324482,"PSC 1904, Box 5808, APO AA 60984",male,je346,je346@upc.edu,4,MATH
Micheal Flowers,9259920325,"USS Melendez, FPO AE 58545",male,mf905,mf905@upc.edu,3,ARTS
Deanna Thomas,9292814588,"8384 Matthew Plains, Port Ashley, PR 14710",female,dt128,dt128@upc.edu,2,EDUC
